Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
Qual é a área de um retângulo com largura 7 cm e altura 6 cm?;42;43;31;55;A
Qual é a área de um retângulo com largura 4 cm e altura 10 cm?;40;53;38;47;A
Qual é a área de um retângulo com largura 6 cm e altura 7 cm?;27;52;41;42;D
Qual é a área de um retângulo com largura 12 cm e altura 13 cm?;144;141;151;156;D
Qual é a área de um retângulo com largura 20 cm e altura 11 cm?;210;231;230;220;D
Qual é a área de um retângulo com largura 20 cm e altura 14 cm?;280;265;281;285;A
Qual é a área de um triângulo com base 11 cm e altura 14 cm?;63;77;88;70;B
Qual é a área de um triângulo com base 13 cm e altura 8 cm?;44;52;58;47;B
Qual é a área de um retângulo com largura 13 cm e altura 8 cm?;103;100;114;104;D
Qual é a área de um retângulo com largura 13 cm e altura 14 cm?;182;186;172;184;A
Qual é a área de um triângulo com base 13 cm e altura 9 cm?;59.9;59.4;58.5;57.2;C
Qual é a área de um retângulo com largura 16 cm e altura 6 cm?;98;99;97;96;D
Qual é a área de um retângulo com largura 15 cm e altura 11 cm?;172;165;166;153;B
Qual é a área de um triângulo com base 10 cm e altura 8 cm?;42;40;46;47;B
Qual é a área de um triângulo com base 4 cm e altura 9 cm?;21;18;15;12;B
Qual é a área de um triângulo com base 12 cm e altura 14 cm?;84;86;96;97;A
Qual é a área de um retângulo com largura 6 cm e altura 6 cm?;45;36;33;49;B
Qual é a área de um retângulo com largura 8 cm e altura 6 cm?;48;41;54;49;A
Qual é a área de um retângulo com largura 8 cm e altura 11 cm?;99;88;85;98;B
Qual é a área de um triângulo com base 11 cm e altura 12 cm?;68;66;52;71;B
Qual é a área de um triângulo com base 10 cm e altura 11 cm?;58;48;59;55;D
Qual é a área de um triângulo com base 20 cm e altura 6 cm?;60;65;64;52;A
Qual é a área de um retângulo com largura 14 cm e altura 13 cm?;179;192;190;182;D
Qual é a área de um triângulo com base 9 cm e altura 9 cm?;35.9;38.2;37.9;40.5;D
Qual é a área de um retângulo com largura 17 cm e altura 12 cm?;204;192;198;193;A
Qual é a área de um retângulo com largura 5 cm e altura 5 cm?;38;17;27;25;D
Qual é a área de um retângulo com largura 13 cm e altura 4 cm?;52;45;42;48;A
Qual é a área de um triângulo com base 5 cm e altura 8 cm?;17;26;14;20;D
Qual é a área de um triângulo com base 20 cm e altura 9 cm?;82;104;90;87;C
Qual é a área de um retângulo com largura 4 cm e altura 3 cm?;8;4;7;12;D
Qual é a área de um retângulo com largura 18 cm e altura 12 cm?;216;229;223;202;A
Qual é a área de um retângulo com largura 12 cm e altura 14 cm?;178;168;182;162;B
Qual é a área de um triângulo com base 11 cm e altura 6 cm?;22;33;19;30;B
Qual é a área de um triângulo com base 8 cm e altura 14 cm?;50;56;60;47;B
Qual é a área de um triângulo com base 6 cm e altura 7 cm?;21;7;27;16;A
Qual é a área de um triângulo com base 14 cm e altura 8 cm?;58;56;45;54;B
Qual é a área de um triângulo com base 9 cm e altura 4 cm?;30;18;28;11;B
Qual é a área de um retângulo com largura 11 cm e altura 13 cm?;145;143;131;138;B
Qual é a área de um retângulo com largura 16 cm e altura 8 cm?;141;123;114;128;D
Qual é a área de um triângulo com base 12 cm e altura 10 cm?;61;73;60;58;C
Qual é a área de um retângulo com largura 8 cm e altura 14 cm?;112;124;98;113;A
Qual é a área de um triângulo com base 12 cm e altura 8 cm?;43;48;52;46;B
Qual é a área de um retângulo com largura 4 cm e altura 12 cm?;46;48;49;43;B
Qual é a área de um triângulo com base 9 cm e altura 6 cm?;36;27;19;37;B
Qual é a área de um retângulo com largura 13 cm e altura 6 cm?;70;67;78;64;C
